id,location_id,program_id,accepted_payments,alternate_name,application_process,description,eligibility,email,fees,funding_sources,interpretation_services,keywords,languages,name,required_documents,service_areas,status,wait_time,website,taxonomy_ids
20632,3961,3961,,,"Utility assistance: Must bring proof of household income, photo ID and final shut off or past due notice",None Provided,,,,,,,,Rent Payment Assistance,,,active,,http://www.catholiccharitiescc.org,
20631,3961,3961,,,"Utility assistance: Must bring proof of household income, photo ID and final shut off or past due notice",None Provided,,,,,,,,Ongoing Emergency Food Assistance,,,active,,http://www.catholiccharitiescc.org,
6570,3961,3961,,,"Utility assistance: Must bring proof of household income, photo ID and final shut off or past due notice",None Provided,,,,,,,,Free School Supplies,,,active,,http://www.catholiccharitiescc.org,
20635,3961,3961,,,"Utility assistance: Must bring proof of household income, photo ID and final shut off or past due notice",None Provided,,,,,,,,Prescription Expense Assistance,,,active,,http://www.catholiccharitiescc.org,
6569,3961,3961,,,"Utility assistance: Must bring proof of household income, photo ID and final shut off or past due notice",None Provided,,,,,,,,Immigrant/Refugee Employment Programs,,,active,,http://www.catholiccharitiescc.org,
9693,3962,3962,,,None,None Provided,,,,,,,,Career Exploration,,,active,,http://www.catholiccharitiescc.org,
9690,3962,3962,,,None,None Provided,,,,,,,,Subject Tutoring,,,active,,http://www.catholiccharitiescc.org,
9689,3962,3962,,,None,None Provided,,,,,,,,Homework Help Programs,,,active,,http://www.catholiccharitiescc.org,
9688,3962,3962,,,None,None Provided,,,,,,,,Parenting Education,,,active,,http://www.catholiccharitiescc.org,
17032,3965,3965,,,Call for more information,None Provided,,,,,,,,Sign Language Interpretation,,,active,,http://www.dsc.us,
17031,3965,3965,,,Call for more information,None Provided,,,,,,,,American Sign Language Instruction,,,active,,http://www.dsc.us,
17034,3965,3965,,,Call for more information,None Provided,,,,,,,,Information and Referral,,,active,,http://www.dsc.us,
20496,3967,3967,,,Call for more information,None Provided,,,,,,,,Volunteer Recruitment/Placement,,,active,,http://www.womensfundmiami.org,
6597,3974,3974,,,Call to make an appointment,None Provided,,,,,,,,Mother and Infant Care,,,active,,http://www.cpeip.fsu.edu,
7043,3974,3974,,,Call to make an appointment,None Provided,,,,,,,,Prenatal/Postnatal Home Visitation Programs,,,active,,http://www.cpeip.fsu.edu,
7501,3974,3974,,,Call to make an appointment,None Provided,,,,,,,,Teen Expectant/New Parent Assistance,,,active,,http://www.cpeip.fsu.edu,
7042,3974,3974,,,Call to make an appointment,None Provided,,,,,,,,Home Based Parenting Education,,,active,,http://www.cpeip.fsu.edu,
6604,3980,3980,,,Call the Miami-Dade Family Learning Partnership to identify a participating clinic in your area.,None Provided,,,,,,,,Parent/Family Involvement in Education,,,active,,http://www.teachmorelovemore.org,
6602,3980,3980,,,Call the Miami-Dade Family Learning Partnership to identify a participating clinic in your area.,None Provided,,,,,,,,Literacy Programs,,,active,,http://www.teachmorelovemore.org,
6603,3980,3980,,,Call the Miami-Dade Family Learning Partnership to identify a participating clinic in your area.,None Provided,,,,,,,,Early Childhood Education,,,active,,http://www.teachmorelovemore.org,
6607,3981,3981,,,Call for information.,None Provided,,,,,,,,Citizenship Education,,,active,,http://www.teachmorelovemore.org,
6606,3981,3981,,,Call for information.,None Provided,,,,,,,,Life Skills Education,,,active,,http://www.teachmorelovemore.org,
19341,3984,3984,,,Must call to enroll child,None Provided,,,,,,,,Extended Child Care,,,active,,,
17683,3989,3989,,,Must call to RSVP prior to attending,None Provided,,,,,,,,Homebuyer/Home Purchase Counseling,,,active,,http://www.miamibeachcdc.org,
11319,3991,3991,,,Call or visit location to enroll child,None Provided,,,,,,,,Summer Camps,,,active,,http://www.ismileflorida.org,
18113,4000,4000,,,Must call to make an appointment,None Provided,,,,,,,,Delousing/Body Parasite Treatment,,,active,,http://www.licecleanique.com,
18114,4000,4000,,,Must call to make an appointment,None Provided,,,,,,,,Visiting Physician Services,,,active,,http://www.licecleanique.com,
18977,4009,4009,,,Research organizations must call,None Provided,,,,,,,,Research Funds,,,active,,http://www.floridaheart.org,
15631,4012,4012,,,,None Provided,,,,,,,,Websites,,,active,,http://www.211.org,
20747,4035,4035,,,* Report online at https://reportabuse.dcf.state.fl.us/\n* Call 1-800-962-2873\n* Use 711 for Florida Relay Services\n* Fax your report to 1-800-914-0004,None Provided,,,,,,,,Child Abuse Reporting/Emergency Response,,,active,,http://www.myflfamilies.com/service-programs/abuse-hotline,
6700,4035,4035,,,* Report online at https://reportabuse.dcf.state.fl.us/\n* Call 1-800-962-2873\n* Use 711 for Florida Relay Services\n* Fax your report to 1-800-914-0004,None Provided,,,,,,,,Elder/Dependent Adult Abuse Reporting,,,active,,http://www.myflfamilies.com/service-programs/abuse-hotline,
7165,4043,4043,,,Call to schedule an appointment,None Provided,,,,,,,,Child Sexual Exploitation Reporting,,,active,,http://www.kristihouse.org,
19618,4043,4043,,,Call to schedule an appointment,None Provided,,,,,,,,Case/Care Management,,,active,,http://www.kristihouse.org,
19619,4043,4043,,,Call to schedule an appointment,None Provided,,,,,,,,Adult/Child Mentoring Programs,,,active,,http://www.kristihouse.org,
7167,4043,4043,,,Call to schedule an appointment,None Provided,,,,,,,,Sexual Assault Counseling,,,active,,http://www.kristihouse.org,
19620,4043,4043,,,Call to schedule an appointment,None Provided,,,,,,,,In Person Crisis Intervention,,,active,,http://www.kristihouse.org,
7166,4043,4043,,,Call to schedule an appointment,None Provided,,,,,,,,Child Sexual Abuse Counseling,,,active,,http://www.kristihouse.org,
6749,4044,4044,,,Call for information.,None Provided,,,,,,,,Student Health Programs,,,active,,http://chisouthfl.org,
12481,4046,4046,,,All intake information will be given by phone to client.,None Provided,,,,,,,,Volunteer Opportunities,,,active,,http://www.switchboardmiami.org,
7749,4046,4046,,,All intake information will be given by phone to client.,None Provided,,,,,,,,Crisis Intervention Volunteer Opportunities,,,active,,http://www.switchboardmiami.org,
7748,4046,4046,,,All intake information will be given by phone to client.,None Provided,,,,,,,,Helpline Volunteer Opportunities,,,active,,http://www.switchboardmiami.org,
7747,4046,4046,,,All intake information will be given by phone to client.,None Provided,,,,,,,,Information and Referral Volunteer Opportunities,,,active,,http://www.switchboardmiami.org,
7746,4046,4046,,,All intake information will be given by phone to client.,None Provided,,,,,,,,Suicide Prevention Volunteer Opportunities,,,active,,http://www.switchboardmiami.org,
6757,4046,4046,,,All intake information will be given by phone to client.,None Provided,,,,,,,,Runaway/Homeless Youth Helplines,,,active,,http://www.switchboardmiami.org,
6756,4046,4046,,,All intake information will be given by phone to client.,None Provided,,,,,,,,Mental Health Hotlines,,,active,,http://www.switchboardmiami.org,
6758,4046,4046,,,All intake information will be given by phone to client.,None Provided,,,,,,,,Sexual Assault Hotlines,,,active,,http://www.switchboardmiami.org,
6753,4046,4046,,,All intake information will be given by phone to client.,None Provided,,,,,,,,Crisis Pregnancy Hotlines,,,active,,http://www.switchboardmiami.org,
6754,4046,4046,,,All intake information will be given by phone to client.,None Provided,,,,,,,,Domestic Violence Hotlines,,,active,,http://www.switchboardmiami.org,
6755,4046,4046,,,All intake information will be given by phone to client.,None Provided,,,,,,,,General Crisis Intervention Hotlines,,,active,,http://www.switchboardmiami.org,
6768,4048,4048,,,Call for information.,None Provided,,,,,,,,Substance Abuse Education/Prevention,,,active,,http://www.switchboardmiami.org,
6769,4048,4048,,,Call for information.,None Provided,,,,,,,,Youth Development,,,active,,http://www.switchboardmiami.org,
6767,4048,4048,,,Call for information.,None Provided,,,,,,,,Juvenile Delinquency Prevention,,,active,,http://www.switchboardmiami.org,
6770,4049,4049,,,Call for information,None Provided,,,,,,,,Student Health Programs,,,active,,http://www.jtchc.org,
19440,4050,4050,,,Call for information.\n\nLlamar para informaci+¦n,None Provided,,,,,,,,Ongoing Emergency Food Assistance,,,active,,http://abriendopuertasfl.org,
17990,4052,4052,,,"Must fill out an application, bring proof of Miami-Dade County residency, last report card, and FCAT scores.",None Provided,,,,,,,,Summer Camps,,,active,,http://www.maimifocal.com,
9526,4052,4052,,,"Must fill out an application, bring proof of Miami-Dade County residency, last report card, and FCAT scores.",None Provided,,,,,,,,Extended Child Care,,,active,,http://www.maimifocal.com,
6779,4053,4053,,,Must complete the intake process by calling the main number and speaking with Jackie Diaz,None Provided,,,,,,,,Parenting Skills Classes,,,active,,http://familycentral.org,
6780,4054,4054,,,Intake form to be completed over the phone and then in home application,None Provided,,,,,,,,Parenting Skills Classes,,,active,,http://familycentral.org,
16064,4054,4054,,,Intake form to be completed over the phone and then in home application,None Provided,,,,,,,,Family Literacy Programs,,,active,,http://familycentral.org,
7595,4060,4060,,,Call for more information,None Provided,,,,,,,,General Physical Examinations,,,active,,http://www.switchboardmiami.org,
22139,4060,4060,,,Call for more information,None Provided,,,,,,,,Health Fairs,,,active,,http://www.switchboardmiami.org,
22347,4060,4060,,,Call for more information,None Provided,,,,,,,,Free School Supplies,,,active,,http://www.switchboardmiami.org,
10175,4060,4060,,,Call for more information,None Provided,,,,,,,,Suicide Counseling,,,active,,http://www.switchboardmiami.org,
6795,4060,4060,,,Call for more information,None Provided,,,,,,,,Suicide Prevention Hotlines,,,active,,http://www.switchboardmiami.org,
7757,4060,4060,,,Call for more information,None Provided,,,,,,,,Suicide Prevention Volunteer Opportunities,,,active,,http://www.switchboardmiami.org,
7754,4060,4060,,,Call for more information,None Provided,,,,,,,,Crisis Intervention Volunteer Opportunities,,,active,,http://www.switchboardmiami.org,
7755,4060,4060,,,Call for more information,None Provided,,,,,,,,Helpline Volunteer Opportunities,,,active,,http://www.switchboardmiami.org,
7756,4060,4060,,,Call for more information,None Provided,,,,,,,,Information and Referral Volunteer Opportunities,,,active,,http://www.switchboardmiami.org,
6797,4060,4060,,,Call for more information,None Provided,,,,,,,,General Counseling Services,,,active,,http://www.switchboardmiami.org,
10482,4060,4060,,,Call for more information,None Provided,,,,,,,,Information and Referral,,,active,,http://www.switchboardmiami.org,
12482,4061,4061,,,,None Provided,,,,,,,,Volunteer Opportunities,,,active,,http://www.switchboardmiami.org,
6788,4061,4061,,,,None Provided,,,,,,,,Suicide Prevention Hotlines,,,active,,http://www.switchboardmiami.org,
6790,4061,4061,,,,None Provided,,,,,,,,Suicide Counseling,,,active,,http://www.switchboardmiami.org,
6789,4061,4061,,,,None Provided,,,,,,,,Sexual Orientation Counseling,,,active,,http://www.switchboardmiami.org,
12483,4063,4063,,,None,None Provided,,,,,,,,Volunteer Opportunities,,,active,,http://www.switchboardmiami.org,
7751,4063,4063,,,None,None Provided,,,,,,,,Helpline Volunteer Opportunities,,,active,,http://www.switchboardmiami.org,
7752,4063,4063,,,None,None Provided,,,,,,,,Information and Referral Volunteer Opportunities,,,active,,http://www.switchboardmiami.org,
7753,4063,4063,,,None,None Provided,,,,,,,,Suicide Prevention Volunteer Opportunities,,,active,,http://www.switchboardmiami.org,
7750,4063,4063,,,None,None Provided,,,,,,,,Crisis Intervention Volunteer Opportunities,,,active,,http://www.switchboardmiami.org,
6791,4063,4063,,,None,None Provided,,,,,,,,Youth Development,,,active,,http://www.switchboardmiami.org,
6792,4063,4063,,,None,None Provided,,,,,,,,Information and Referral,,,active,,http://www.switchboardmiami.org,
6793,4063,4063,,,None,None Provided,,,,,,,,Public Awareness/Education,,,active,,http://www.switchboardmiami.org,
6798,4064,4064,,,"Call and intake procedures will be given by telephone or for more information, contact caring@unitedwaymiami.org",None Provided,,,,,,,,Disaster Donations Hotlines,,,active,,https://unitedwayofmiamidade-unway.bsd.net/page/contribute/operation-helping-hands-ecuador,
12484,4064,4064,,,"Call and intake procedures will be given by telephone or for more information, contact caring@unitedwaymiami.org",None Provided,,,,,,,,Volunteer Opportunities,,,active,,https://unitedwayofmiamidade-unway.bsd.net/page/contribute/operation-helping-hands-ecuador,
