id,name,alternate_name,description,email,website,legal_status,tax_status,tax_id,date_incorporated,accreditations,funding_sources,licenses
4386,"WORLD'S GREATEST DADS, INC.",PROJECT ACTION MINISTRIES,"Provides fatherhood support group where training and mentoring takes place. Provides marriage/family counseling, community activism/organizing, adult/youth crime prevention, adult/youth substance abuse counseling, child abuse prevention and parenting skills.",,,,,,,,,
4390,"ALPHANET, INC.",,"AlphaNet is devoted to improving the lives of individuals with Alpha-1 antitrypsin deficiency through comprehensive disease management services, clinical research administration, and consultative services. The organization also funds research and community activities.\r\n\r\nAlphaNet provides a wide range of specialized programs and services designed to meet the specific needs of the Alphas it serves.\r\nThe AlphaNet Disease Management and Prevention Program (ADMAPP) provide comprehensive support, education and self-management strategies for Alphas.",,http://www.alphanet.org,,,,,,,
4396,"THEODAT DUPOUX INTERNATIONAL COMBAT SPORTS, CORP.",,"Theodat Dupoux International offers educational learning, disciplinary actions, mental behavior, and sports competition.",,,,,,,,,
4421,"THUMBELINA LEARNING CENTER, INC.","THUMBELINA ACADEMY, MASTERS PREPARATORY","An after school program that guides children to continued positive self-image while building social skills in a school setting. Sensory, motor, perceptual and language skills are introduced through materials and activities, which are both child-centered and teacher directed. Work is planned which emphasizes the process rather than the outcome, fostering a sense of accomplishment and pride.",,http://www.thumbelinaacademy.com/index.html,,,,,,,
4423,THOMAS ARMOUR YOUTH BALLET,,"The Thomas Armour Youth Ballet delivers classes in ballet, tap and modern, for youth ages 5-11, depending on the site. Outreach sites are located in Morningside/Little Haiti, West Coconut Grove, Homestead, and Miami Gardens.\n\nClasses run for the school year from August into June. The summer program will run for 8 weeks. (Summer Programs are not day-long camps).\n\nThe after school portion provides dance, literacy, homework assistance, and snacks.\n\nThe foundation of the program is ballet based. Ballet clothing, ballet and tap shoes will be provided free of charge to each student if they qualify for a scholarship. A commitment fee is charged at the beginning of each session.",,http://www.thomasarmouryouthballet.org,,,,,,,
4425,PINECREST COUNSELING INC.,,"Offering an array of clinical services; such as individual, family, couples, and group counseling services.\nln addition to parenting groups, mental health evaluations, court supervised visitation, therapeutic visitation, monitored exchange and home studying for court ordered cases and adoption, we also provide victim services, substance abuse treatment, life coaching, anger management, stress management, self mutilation, auto destructive behaviors and grief and bereavement counseling.",,http://www.pinecrestcounseling.com,,,,,,,
4427,"UNITED FINANCIAL COUNSELORS, INC.",,"United Financial Counselors strives to assist individuals in breaking their dependency on debt and in enriching their lives through financial independence. Our goal is to provide people with the necessary financial education and tools, regardless of their background or ability to pay.",,http://www.unitedcounselors.org,,,,,,,
4439,NATIONAL LABOR RELATIONS BOARD,,Offers information on union questions and receives reports on unlawful union activities.\n\n###MON###\n###COL###,,http://www.nlrb.gov/,,,,,,,
4494,"CONNECTFAMILIAS, INC.",Little Havana Community Partnership,"ConnectFamilias is built on the premise that children do better when their families are strong, and families do better when they live in places that help them succeed as parents and productive citizens. ConnectFamilias is building a comprehensive, neighborhood based and family focused system of care.\r\n \r\nConnectFamilias promotes family and community safety by increasing community awareness, in the area of Little Havana, Allapatah, Flagami, and surrounding neighborhoods. \r\n\r\nConnectFamilias' wraparound model is designed to improve the well-being of the children and families by reducing violence and delivering non-duplicative, culturally appropriate and seamless wrap-around services.",,http://www.connectfamilias.org,,,,,,,
4792,"NURSING SOUTH CORPORATION, INC.",,Nursing South Corporation specializes in the restoration and rehabilitation of the patient's health upon discharge from hospital and or skilled facility. Case Managers arrange for Long Term Care while continuously monitoring the clients progress in order to safely and securely maintain the client in the comfort of their home. The following are services provided: \n\n* Skilled Nursing\n* High Tech Nursing (I.V. Therapy)\n* Psychiatric Nursing\n* Home Health Aide\n* Medical Social Worker\n* Physical Therapy\n* Occupational Therapy\n* Speech Therapy\n* Companion\n* Homemaker\n* Long Term Care\n* Respite\n* Meal Preparation\n* Direct Case Management to ADA waiver clients below 60 yrs old and above 60 yrs old.,,http://www.nursingsouthcorp.com,,,,,,,
4806,"MIAMI URGENT CARE CENTER, P.A.",,"Miami Urgent Care Center is a state of the art walk in medical clinic that is staffed by board certified physicians. The clinic provides comprehensive medical care for children and adults. Also, the clinic provides the following services but not limited to: \n\n* Travel medical care\n* Motor vehicle accidents (minor injuries)\n* Immunizations\n* HIV/AIDS testing\n* House calls\n* Minor emergencies (injuries, wound care, lacerations, sprains, minor broken bones and infections)\n* School and camp physicals\n* Treatment of STD's \n* Workers compensation injuries",,http://www.miamiurgentcare.com,,,,,,,
4807,"KENDALL REGIONAL MEDICAL CENTER, INC.",,"Kendall Regional Medical Center provides the following services: 24-hour emergency department, advanced diagnostic services, cardiovascular, heart and vascular institute, stroke center, maternity suites, pediatric services, orthopedic and spine institute, rehabilitative services, robotic surgery, and trauma care.",,http://www.kendallmed.com,,,,,,,
4809,"FLORIDA TELECOMMUNICATIONS RELAY, INC.",FTRI,"Provides 24 hour telephone interpreting relay service for people who are deaf, hard of hearing or speech impaired. Allows the caller with the disability and a TTD phone to connect with a hearing person who has a regular telephone. 1-800-955-1478 Customer Service, both Voice and TTY/TDD; 1-800-955-8771 Relay Service for TTY/TDD users; 1-800-955-8770 Relay Service for Voice users.\n\n###COL###\n###MON###",,http://www.ftri.org,,,,,,,
4810,"DIALYSIS FOOD FOUNDATION, INC.",,"Dialysis Food Foundation vision is to eliminate hunger and provide nutritionally balanced meals, to all those dialysis patients who through circumstances cannot provide for themselves.",,http://www.dialysisfoodfoundation.org,,,,,,,
4814,"SOUTH FLORIDA SENIOR SERVICES, INC.",,"South Florida Senior Services serves residents in Miami-Dade, Broward and Palm Beach Counties who need independent living or to be placed in an adult living facility (ALF). The agency provides information about facilities that are appropriate for the individual's needs. After a thorough evaluation of the prospect, South Florida Senior Services will then recommend appropriate living facilities. There is no cost for the services.\n\nAssisted living facilities provide you with three meals a day, snacks, housekeeping, laundry services, room, and board (shares, private, and apt. styles). They also offer to assist you with bathing, dressing, toileting, eating, grooming, transferring, daily activities, and medication management. Most facilities, for your convenience, will make available services such as in-house doctors and home care (nursing and physical therapy). Some facilities also provide residents with transportation to and from doctorsGÇÖ appointments. Please keep in mind each facility is different and may vary.",,http://www.freealfsearch.com,,,,,,,
